,cX,cY,topoSig
4473,14,18,000000000000001111111111000000000000000000100011111111110000000000000000000111111111000000000000001111111000000000000000000000111111000000000000000000000011000000000011000000000000001110000011100000000000000000011111111111100000000000000011111111100000
4474,14,18,000000000111110000000000000011111111110000000000000000001000111111111100000000000000000001111111110000000000000011111110000000000000000000001111110000000000000000000000110000000000110000000000000011100000111000000000000000000111111111111000000000000000
4475,11,18,000000000001111011111100000000000110000000000000000000011111111000000000000001111111000100000000000111111000000000000000000000000011000000000001000000000000000000000111111111110000000000011100000000
4476,11,18,111111110000000000000011101111111000000000001100000000000000000000111111100000000000000011111100001000000000001111100000000000000000000000000110000000000010000000000000000000001111111111100000000000
4477,12,20,000000000000000000000111000000000000000000000001000000000000111111111100000000000000000000001111000000000000111110000000000000000000111111111111000000000000100111000000000000000000111111111111000000000000001111111111000000000000111100011111
4478,11,20,0000000000100000000000000000011110000000000000000000011000000000001111111100000000000000000000111110000000000011110000000000000000001111111111100000000000100110000000000000000011111111111000000000000011111111100000000000
4479,10,18,000000000011111111110000000000100000001100000000001111111111000000000000011111110000000000000001111000000000000011111111000000000000001110000000000000000000111100000000001111111111
4480,14,18,111111111000000000000000000000111111111111000000000000001000000000000000000000000000111111011111110000000000000011111000000011000000000000000000000000100000000000000000111100000000000000000000000000011111111111000000000000000000000011111000000000000000
4481,11,14,0000000000011111111110000000000001110111111100000000000110000001110000000000000000010000000000000001111111111100000000000000001111000000000000010000000000
4482,12,14,111110000001000000000000111111111100000000000000110111111111000000000000100000001111000000000000000000100000000000000000111111111111000000000000000011111000000000000000
4483,14,20,0000000000000011111111111111000000000000001111111111100000000000000000100000000000000000000000000000000011111100000000000000001111111100000100000000000000111100000011110000000000000000000000011111000000000000000000011000000000000000000000001111111111110000000000000011100000000000
4484,14,20,1110000000000000000000000000111111111111110000000000000011111111111000000000000000001000000000000000000000000000000000111111000000000000000011111111000001000000000000001111000000111100000000000000000000000111110000000000000000000110000000000000000000000011111111111100000000000000
4485,15,20,000000000000000111111111111110000000000000000111111111111100000000000000000111100001111111000000000000000000000111111111000000000000000000000000111111000000000000000000001111111111000000000000000001111111111111000000000000000111000011111100000000000000000000000000011000000000000000000100000000001100
4486,15,20,100000000001111000000000000000111111111111110000000000000000111111111111100000000000000000111100001111111000000000000000000000111111111000000000000000000000000111111000000000000000000001111111111000000000000000001111111111111000000000000000111000011111100000000000000000000000000011000000000000000000
4487,9,14,000000000111111100000000000111111110000000000111110000000000000110111111000000000000011111000000000011111111000000000000000111
4488,9,14,111111100000000000111111000000000000111111110000000000111110000000000000110111111000000000000011111000000000011111111000000000
4489,14,18,000000000000000011111111111100000000000000100000000000000000000000000011111110111111000000000000001111110000001100000000000000000000000010000000000000000011110000000000000000000000000001111111111100000000000000000000000111100000000000000011111000000000
4490,11,18,111111100000000000000011111111111000000000001000000001100000000000111111111110000000000000011111111000000000000000011111000000000000001111111110000000000000001111000000000000000000001111100000000000
4491,14,20,0000000000000011111111111000000000000000000000011111111000000000000000111111111100000000000000000011111111111111000000000000000011110000001100000000000000111111111111110000000000000000000000111111000000000000000111000000000000000000000000000111111111110000000000000011111110011111
4492,13,20,11110000000000000000000000111111111100000000000000000000001111110000000000000011111111100000000000000000111111111111100000000000000011111000011000000000000011111111111110000000000000000000001111100000000000000111100000000000000000000000011111111110000000000000
4493,11,18,000000000001111111100000000000000111111111000000000000011111100000000000000001110111111100000000000100001111110000000000000111111111000000000000000000111100000000000111111111110000000000000000000001
4494,10,17,00000000001111111100000000000011111111100000000000111111000000000000001110111111000000000010000111110000000000001111111100000000000000000111000000000011111111110000000000
